Time(s)	SideSlip(rad)	YawRate(rad/s)
  7.94	   -0.000000	    0.000000
  7.95	   -0.000000	    0.000000
  7.96	   -0.000000	    0.000000
  7.97	   -0.000000	    0.000000
  7.98	   -0.000000	    0.000000
  7.99	   -0.000000	    0.000000
  8.00	   -0.000000	    0.000000
  8.01	   -0.000000	    0.000000
  8.02	   -0.000000	    0.000000
  8.03	   -0.000000	    0.000000
  8.04	   -0.000000	    0.000000
  8.05	   -0.000000	    0.000000
  8.06	   -0.000000	    0.000000
  8.07	   -0.000000	    0.000000
  8.08	   -0.000000	    0.000000
  8.09	   -0.000000	    0.000000
  8.10	   -0.000000	    0.000000
  8.11	   -0.000000	    0.000000
  8.12	   -0.000000	    0.000000
  8.13	   -0.000000	    0.000000
  8.14	   -0.000000	    0.000000
  8.15	   -0.000000	    0.000000
  8.16	   -0.000000	    0.000000
  8.17	   -0.000000	    0.000000
  8.18	   -0.000000	    0.000000
  8.19	   -0.000000	    0.000000
  8.20	   -0.000000	    0.000000
  8.21	   -0.000000	    0.000000
  8.22	   -0.000000	    0.000000
  8.23	   -0.000000	    0.000000
  8.24	   -0.000000	    0.000000
  8.25	   -0.000000	    0.000000
  8.26	   -0.000000	    0.000000
  8.27	   -0.000000	    0.000000
  8.28	   -0.000000	    0.000000
  8.29	   -0.000000	    0.000000
  8.30	   -0.000000	    0.000000
  8.31	   -0.000000	    0.000000
  8.32	   -0.000000	    0.000000
  8.33	   -0.000000	    0.000000
  8.34	   -0.000000	    0.000000
  8.35	   -0.000000	    0.000000
  8.36	   -0.000000	    0.000000
  8.37	   -0.000000	    0.000000
  8.38	   -0.000000	    0.000000
  8.39	   -0.000000	    0.000000
  8.40	   -0.000000	    0.000000
  8.41	   -0.000000	    0.000000
  8.42	   -0.000000	    0.000000
  8.43	   -0.000000	    0.000000
  8.44	   -0.000000	    0.000000
  8.45	   -0.000000	    0.000000
  8.46	   -0.000000	    0.000000
  8.47	   -0.000000	    0.000000
  8.48	   -0.000000	    0.000000
  8.49	   -0.000000	    0.000000
  8.50	   -0.000000	    0.000000
  8.51	   -0.000000	    0.000000
  8.52	   -0.000000	    0.000000
  8.53	   -0.000000	    0.000000
  8.54	   -0.000000	    0.000000
  8.55	   -0.000000	    0.000000
  8.56	   -0.000000	    0.000000
  8.57	   -0.000000	    0.000000
  8.58	   -0.000000	    0.000000
  8.59	   -0.000000	    0.000000
  8.60	   -0.000000	    0.000000
  8.61	   -0.000000	    0.000000
  8.62	   -0.000000	    0.000000
  8.63	   -0.000000	    0.000000
  8.64	   -0.000000	    0.000000
  8.65	   -0.000000	    0.000000
  8.66	   -0.000000	    0.000000
  8.67	   -0.000000	    0.000000
  8.68	   -0.000000	    0.000000
  8.69	   -0.000000	    0.000000
  8.70	   -0.000000	    0.000000
  8.71	   -0.000000	    0.000000
  8.72	   -0.000000	    0.000000
  8.73	   -0.000000	    0.000000
  8.74	   -0.000000	    0.000000
  8.75	   -0.000000	    0.000000
  8.76	   -0.000000	    0.000000
  8.77	   -0.000000	    0.000000
  8.78	   -0.000000	    0.000000
  8.79	   -0.000000	    0.000000
  8.80	   -0.000000	    0.000000
  8.81	   -0.000000	    0.000000
  8.82	   -0.000000	    0.000000
  8.83	   -0.000000	    0.000000
  8.84	   -0.000000	    0.000000
  8.85	   -0.000000	    0.000000
  8.86	   -0.000000	    0.000000
  8.87	   -0.000000	    0.000000
  8.88	   -0.000000	    0.000000
  8.89	   -0.000000	    0.000000
  8.90	   -0.000000	    0.000000
  8.91	   -0.000000	    0.000000
  8.92	   -0.000000	    0.000000
  8.93	   -0.000000	    0.000000
  8.94	   -0.000000	    0.000000
  8.95	   -0.000000	    0.000000
  8.96	   -0.000000	    0.000000
  8.97	   -0.000000	    0.000000
  8.98	   -0.000000	    0.000000
  8.99	   -0.000000	    0.000000
  9.00	   -0.000000	    0.000000
  9.01	   -0.000000	    0.000000
  9.02	   -0.000000	    0.000000
  9.03	   -0.000000	    0.000000
  9.04	   -0.000000	    0.000000
  9.05	   -0.000000	    0.000000
  9.06	   -0.000000	    0.000000
  9.07	   -0.000000	    0.000000
  9.08	   -0.000000	    0.000000
  9.09	   -0.000000	    0.000000
  9.10	   -0.000000	    0.000000
  9.11	   -0.000000	    0.000000
  9.12	   -0.000000	    0.000000
  9.13	   -0.000000	    0.000000
  9.14	   -0.000000	    0.000000
  9.15	   -0.000000	    0.000000
  9.16	   -0.000000	    0.000000
  9.17	   -0.000000	    0.000000
  9.18	   -0.000000	    0.000000
  9.19	   -0.000000	    0.000000
  9.20	   -0.000000	    0.000000
  9.21	   -0.000000	    0.000000
  9.22	   -0.000000	    0.000000
  9.23	   -0.000000	    0.000000
  9.24	   -0.000000	    0.000000
  9.25	   -0.000000	    0.000000
  9.26	   -0.000000	    0.000000
  9.27	   -0.000000	    0.000000
  9.28	   -0.000000	    0.000000
  9.29	   -0.000000	    0.000000
  9.30	   -0.000000	    0.000000
  9.31	   -0.000000	    0.000000
  9.32	   -0.000000	    0.000000
  9.33	   -0.000000	    0.000000
  9.34	   -0.000000	    0.000000
  9.35	   -0.000000	    0.000000
  9.36	   -0.000000	    0.000000
  9.37	   -0.000000	    0.000000
  9.38	   -0.000000	    0.000000
  9.39	   -0.000000	    0.000000
  9.40	   -0.000000	    0.000000
  9.41	   -0.000000	    0.000000
  9.42	   -0.000000	    0.000000
  9.43	   -0.000000	    0.000000
  9.44	   -0.000000	    0.000000
  9.45	   -0.000000	    0.000000
  9.46	   -0.000000	    0.000000
  9.47	   -0.000000	    0.000000
  9.48	   -0.000000	    0.000000
  9.49	   -0.000000	    0.000000
  9.50	   -0.000000	    0.000000
  9.51	   -0.000000	    0.000000
  9.52	   -0.000000	    0.000000
  9.53	   -0.000000	    0.000000
  9.54	   -0.000000	    0.000000
  9.55	   -0.000000	    0.000000
  9.56	   -0.000000	    0.000000
  9.57	   -0.000000	    0.000000
  9.58	   -0.000000	    0.000000
  9.59	   -0.000000	    0.000000
  9.60	   -0.000000	    0.000000
  9.61	   -0.000000	    0.000000
  9.62	   -0.000000	    0.000000
  9.63	   -0.000000	    0.000000
  9.64	   -0.000000	    0.000000
  9.65	   -0.000000	    0.000000
  9.66	   -0.000000	    0.000000
  9.67	   -0.000000	    0.000000
  9.68	   -0.000000	    0.000000
  9.69	   -0.000000	    0.000000
  9.70	   -0.000000	    0.000000
  9.71	   -0.000000	    0.000000
  9.72	   -0.000000	    0.000000
  9.73	   -0.000000	    0.000000
  9.74	   -0.000000	    0.000000
  9.75	   -0.000000	    0.000000
  9.76	   -0.000000	    0.000000
  9.77	   -0.000000	    0.000000
  9.78	   -0.000000	    0.000000
  9.79	   -0.000000	    0.000000
  9.80	   -0.000000	    0.000000
  9.81	   -0.000000	    0.000000
  9.82	   -0.000000	    0.000000
  9.83	   -0.000000	    0.000000
  9.84	   -0.000000	    0.000000
  9.85	   -0.000000	    0.000000
  9.86	   -0.000000	    0.000000
  9.87	   -0.000000	    0.000000
  9.88	   -0.000000	    0.000000
  9.89	   -0.000000	    0.000000
  9.90	   -0.000000	    0.000000
  9.91	   -0.000000	    0.000000
  9.92	   -0.000000	    0.000000
  9.93	   -0.000000	    0.000000
  9.94	   -0.000000	    0.000000
  9.95	   -0.000000	    0.000000
  9.96	   -0.000000	    0.000000
  9.97	   -0.000000	    0.000000
  9.98	   -0.000000	    0.000000
  9.99	   -0.000000	    0.000000
 10.00	   -0.000000	    0.000000
